,Step,Loss,Beta,KL,Word,Topo,Assm,PNorm,GNorm,LR
40,1499.0,200.55201554298404,0.0,97.70071667432785,99.46861970424652,95.44752398532654,100.0,165.9242187935026,5.508441494989527,0.0009000000000000001
41,1599.0,200.21189570426944,0.0,97.9469546675682,99.43960243463516,93.94768233402614,100.0,167.04374220285064,7.327623562944665,0.0009000000000000001
42,1699.0,197.4500768184662,0.0,97.42607992887497,99.65045702457428,95.28213281599946,100.0,168.08672302656439,5.954145863355171,0.0009000000000000001
43,1799.0,185.9195350408554,0.0,98.03929191827774,99.675242125988,95.7292951795917,100.0,168.8099400774144,6.725591373014307,0.0009000000000000001
44,1899.0,184.37892842292786,0.0,98.14034914970398,99.66138172149658,94.93135611021698,100.0,169.663610912493,4.791718284008305,0.0009000000000000001
45,1999.0,186.97526895999908,0.0,97.88739168643951,99.71560430526733,95.89526558294614,100.0,170.49000153647535,5.216787800698444,0.0009000000000000001
46,2099.0,188.97568655014038,0.0,97.87490224838257,99.62748903036118,95.71571103404018,100.0,171.3958024565095,5.409677046694762,0.0009000000000000001
47,2199.0,189.52261662483215,0.0,97.85822039842606,99.545161485672,96.03146310474433,100.0,172.44256117816633,6.747168339542772,0.0009000000000000001
48,2299.0,188.60652494430542,0.0,98.08691650629044,99.71233242750168,95.3265339827174,100.0,173.31940645130936,4.982793150939925,0.0009000000000000001
49,2399.0,184.81883704662323,0.0,98.2372516989708,99.68828862905502,95.97886477339797,100.0,174.16651889173056,2.3827209092242683,0.0009000000000000001
50,2499.0,190.48887646198273,0.0,98.00527089834213,99.66277325153351,95.43089890410378,100.0,175.16944344352044,4.488394494800391,0.0009000000000000001
51,2599.0,182.32315266132355,0.0,98.01113176345825,99.68934309482574,95.82024950188729,100.0,176.0556577064511,3.98385498641196,0.0009000000000000001
52,99.0,169.96525394916534,0.0,98.52680689096451,99.79804629087448,96.40881671357556,100.0,176.80203739107858,5.506535350606357,0.0008100000000000001
53,199.0,172.61044085025787,0.0,98.39996922016144,99.82718908786774,96.5965611023115,100.0,177.38485300506753,5.549585210874423,0.0008100000000000001
54,299.0,168.84969115257263,0.0,98.76791340112686,99.79035890102386,96.67201218436354,100.0,177.92168830206577,3.9616086419542174,0.0008100000000000001
55,399.0,166.99976336956024,0.0,98.63410496711731,99.74612373113632,96.53512875102082,100.0,178.58825939466047,4.995881047868375,0.0008100000000000001
56,499.0,169.94703102111816,0.0,98.6883345246315,99.81956607103348,96.43188405949985,100.0,179.24055074085084,4.952113140770774,0.0008100000000000001
57,599.0,176.85266876220703,0.0,98.5576041340828,99.73110109567642,95.92394105686752,100.0,180.0458170171695,3.9708091047261913,0.0008100000000000001
58,699.0,173.95139253139496,0.0,98.45183956623077,99.79493778944016,96.25178244404114,100.0,180.72319126777924,5.849616753530231,0.0008100000000000001
59,799.0,177.18546187877655,0.0,98.22069668769836,99.62016665935516,97.38756494197474,100.0,181.48466098418223,4.505768410075033,0.0008100000000000001
60,899.0,175.28512382507324,0.0,98.29280656576157,99.74123936891556,96.36086177499548,100.0,182.256369960471,3.021607603244794,0.0008100000000000001
61,999.0,178.3202849626541,0.0,98.39364224672318,99.72735726833344,96.25270318009022,100.0,183.11442099240261,7.187451686241383,0.0008100000000000001
62,1099.0,179.22554755210876,0.0,98.2628989815712,99.69492226839066,96.95358040835185,100.0,183.95298860585845,3.2389665053460686,0.0008100000000000001
63,1199.0,168.5273060798645,0.0,98.48120605945587,99.79050505161285,97.06061039462183,100.0,184.62982761952142,5.662348628949405,0.0008100000000000001
64,1299.0,178.32561802864075,0.0,98.26442247629166,99.61413782835007,97.18895960977372,100.0,185.5732596572738,5.893875653734784,0.0008100000000000001
65,1399.0,171.46407985687256,0.0,98.53899466991425,99.79648160934448,96.97447833908024,100.0,186.23985648992036,6.62744002984581,0.0008100000000000001
66,1499.0,168.50814473628998,0.0,98.57924437522888,99.75650435686111,96.77562323477659,100.0,186.86341939259978,3.6431033475706,0.0008100000000000001
67,1599.0,170.6696617603302,0.0,98.54563975334167,99.67558175325394,96.68787026561623,100.0,187.70812963582253,5.971033421573029,0.0008100000000000001
68,1699.0,178.14598774909973,0.0,98.1367369890213,99.72865468263626,96.59082734570795,100.0,188.55660809992855,4.946797105171735,0.0008100000000000001
69,1799.0,178.2320911884308,0.0,98.33055806159973,99.75445294380188,96.32717941816254,100.0,189.48255100310863,6.626747600389399,0.0008100000000000001
70,1899.0,170.31879079341888,0.0,98.33612447977066,99.81249338388443,97.28868118867956,100.0,190.2149163682546,5.6046875606867514,0.0008100000000000001
71,1999.0,168.67272794246674,0.0,98.49506479501724,99.87106364965439,97.08409330199659,100.0,190.92428461244572,3.6602914408608673,0.0008100000000000001
72,2099.0,171.6404229402542,0.0,98.578215777874,99.76754903793335,96.77558387576674,100.0,191.66338195421065,5.165199821167763,0.0008100000000000001
73,2199.0,169.30977487564087,0.0,98.60525315999985,99.77028101682663,96.8847277119321,100.0,192.50712219218818,4.112377352662643,0.0008100000000000001
74,2299.0,166.48198699951172,0.0,98.5358025431633,99.78288042545319,97.3001283342569,100.0,193.32217686675065,4.153218694213696,0.0008100000000000001
75,2399.0,166.89477252960205,0.0,98.48443752527237,99.83560335636139,97.27261776127033,100.0,193.92605600838337,4.968739884394155,0.0008100000000000001
76,2499.0,171.76167559623718,0.0,98.50839859247208,99.75058078765869,97.54301135438725,100.0,194.5999847180612,4.218148431229199,0.0008100000000000001
77,2599.0,163.23047876358032,0.0,98.79348677396774,99.83255583047867,97.5653787046253,100.0,195.22029780262625,4.044720519020722,0.0008100000000000001
